orig_name,dest_name,card_fare
St Albans North/ Mairehau,Fendalton/Strowan/Bryndwr,2.55
Richmond/Shirley,Fendalton/Strowan/Bryndwr,2.55
Burwood/Dallington/Avondale,Fendalton/Strowan/Bryndwr,2.55
North Beach/New Brighton/Southshore,Fendalton/Strowan/Bryndwr,2.55
St Albans East/Edgeware,Fendalton/Strowan/Bryndwr,2.55
Merivale/St Albans West,Fendalton/Strowan/Bryndwr,2.55
Ilam/Westburn,Fendalton/Strowan/Bryndwr,2.55
Avonhead/Yaldhurst,Fendalton/Strowan/Bryndwr,2.55
Aranui/Bromley/Bexley,Fendalton/Strowan/Bryndwr,2.55
Richmond/Avonside,Fendalton/Strowan/Bryndwr,
Avon Loop/Christchurch East,Fendalton/Strowan/Bryndwr,2.55
Sockburn/Upper Riccarton,Fendalton/Strowan/Bryndwr,2.55
Linwood/Phillipstown,Fendalton/Strowan/Bryndwr,2.55
Riccarton,Fendalton/Strowan/Bryndwr,2.55
Christchurch Central/Hagley,Fendalton/Strowan/Bryndwr,2.55
Horby/Islington/Hei Hei,Fendalton/Strowan/Bryndwr,2.55
Addington,Fendalton/Strowan/Bryndwr,2.55
Woolston/Opawa,Fendalton/Strowan/Bryndwr,2.55
Sydenham/Waltham,Fendalton/Strowan/Bryndwr,2.55
Spreydon/Somerfield,Fendalton/Strowan/Bryndwr,2.55
Hillmorton/Hoon Hay,Fendalton/Strowan/Bryndwr,2.55
St Martins/Beckenham/Huntsbury,Fendalton/Strowan/Bryndwr,2.55
Redcliffs/Sumner,Fendalton/Strowan/Bryndwr,2.55
Halswell/Wigram,Fendalton/Strowan/Bryndwr,2.55
Westmorland/Cashmere/Barrington,Fendalton/Strowan/Bryndwr,2.55
Styx/Parklands,North Beach/New Brighton/Southshore,2.55
Sawyers Arms/Northcote/Belfast,North Beach/New Brighton/Southshore,2.55
Marshland/Redwood,North Beach/New Brighton/Southshore,2.55
Burnside/Harewood,North Beach/New Brighton/Southshore,2.55
Bishopdale/Papanui,North Beach/New Brighton/Southshore,2.55
St Albans North/ Mairehau,North Beach/New Brighton/Southshore,2.55
Richmond/Shirley,North Beach/New Brighton/Southshore,2.55
Burwood/Dallington/Avondale,North Beach/New Brighton/Southshore,2.55
Fendalton/Strowan/Bryndwr,North Beach/New Brighton/Southshore,2.55
St Albans East/Edgeware,North Beach/New Brighton/Southshore,2.55
Merivale/St Albans West,North Beach/New Brighton/Southshore,2.55
Ilam/Westburn,North Beach/New Brighton/Southshore,2.55
Avonhead/Yaldhurst,North Beach/New Brighton/Southshore,2.55
Aranui/Bromley/Bexley,North Beach/New Brighton/Southshore,2.55
Richmond/Avonside,North Beach/New Brighton/Southshore,
Avon Loop/Christchurch East,North Beach/New Brighton/Southshore,2.55
Sockburn/Upper Riccarton,North Beach/New Brighton/Southshore,2.55
Linwood/Phillipstown,North Beach/New Brighton/Southshore,2.55
Riccarton,North Beach/New Brighton/Southshore,2.55
Christchurch Central/Hagley,North Beach/New Brighton/Southshore,2.55
Horby/Islington/Hei Hei,North Beach/New Brighton/Southshore,2.55
Addington,North Beach/New Brighton/Southshore,2.55
Woolston/Opawa,North Beach/New Brighton/Southshore,2.55
Sydenham/Waltham,North Beach/New Brighton/Southshore,2.55
Spreydon/Somerfield,North Beach/New Brighton/Southshore,2.55
Hillmorton/Hoon Hay,North Beach/New Brighton/Southshore,2.55
St Martins/Beckenham/Huntsbury,North Beach/New Brighton/Southshore,2.55
Redcliffs/Sumner,North Beach/New Brighton/Southshore,2.55
Halswell/Wigram,North Beach/New Brighton/Southshore,2.55
Westmorland/Cashmere/Barrington,North Beach/New Brighton/Southshore,2.55
Styx/Parklands,Sydenham/Waltham,2.55
Sawyers Arms/Northcote/Belfast,Sydenham/Waltham,2.55
Marshland/Redwood,Sydenham/Waltham,2.55
Burnside/Harewood,Sydenham/Waltham,2.55
Bishopdale/Papanui,Sydenham/Waltham,2.55
St Albans North/ Mairehau,Sydenham/Waltham,2.55
Richmond/Shirley,Sydenham/Waltham,2.55
Burwood/Dallington/Avondale,Sydenham/Waltham,2.55
North Beach/New Brighton/Southshore,Sydenham/Waltham,2.55
Fendalton/Strowan/Bryndwr,Sydenham/Waltham,2.55
St Albans East/Edgeware,Sydenham/Waltham,2.55
Merivale/St Albans West,Sydenham/Waltham,2.55
Ilam/Westburn,Sydenham/Waltham,2.55
Avonhead/Yaldhurst,Sydenham/Waltham,2.55
Aranui/Bromley/Bexley,Sydenham/Waltham,2.55
Richmond/Avonside,Sydenham/Waltham,2.55
Avon Loop/Christchurch East,Sydenham/Waltham,2.55
Sockburn/Upper Riccarton,Sydenham/Waltham,2.55
Linwood/Phillipstown,Sydenham/Waltham,2.55
Riccarton,Sydenham/Waltham,2.55
Christchurch Central/Hagley,Sydenham/Waltham,2.55
Horby/Islington/Hei Hei,Sydenham/Waltham,2.55
Addington,Sydenham/Waltham,2.55
Woolston/Opawa,Sydenham/Waltham,2.55
Spreydon/Somerfield,Sydenham/Waltham,2.55
Hillmorton/Hoon Hay,Sydenham/Waltham,2.55
St Martins/Beckenham/Huntsbury,Sydenham/Waltham,2.55
Redcliffs/Sumner,Sydenham/Waltham,2.55
Halswell/Wigram,Sydenham/Waltham,2.55
Westmorland/Cashmere/Barrington,Sydenham/Waltham,2.55
Banks Peninsula/Selwyn,Rangiora/Kaiapoi,
