au2001,property_type,#bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
573200,Flat or Apartment,3,2019-03-01,9.0,759.0,747.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,4,2019-03-01,6.0,825.0,817.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,5+,2019-03-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,1,2019-03-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,2,2019-03-01,10.0,612.0,600.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,3,2019-03-01,14.0,692.0,686.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,4,2019-03-01,14.0,886.0,878.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,5+,2019-03-01,13.0,1150.0,1132.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Room or Boarding House,1,2019-03-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Room or Boarding House,5+,2019-03-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,1,2019-06-01,38.0,348.0,346.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,2,2019-06-01,13.0,547.0,537.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,3,2019-06-01,8.0,653.0,647.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,4,2019-06-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Flat or Apartment,5+,2019-06-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,1,2019-06-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,2,2019-06-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,3,2019-06-01,9.0,728.0,727.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,4,2019-06-01,5.0,892.0,881.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,House,5+,2019-06-01,6.0,1221.0,1196.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Room or Boarding House,1,2019-06-01,7.0,450.0,436.0,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573200,Room or Boarding House,5+,2019-06-01,,,,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573300,Flat or Apartment,1,2019-03-01,48.0,362.0,351.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,2,2019-03-01,20.0,580.0,570.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,3,2019-03-01,22.0,677.0,656.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,4,2019-03-01,18.0,866.0,860.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,5+,2019-03-01,34.0,975.0,966.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,1,2019-03-01,,,,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,2,2019-03-01,11.0,670.0,655.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,3,2019-03-01,23.0,648.0,620.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,4,2019-03-01,17.0,770.0,703.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,5+,2019-03-01,7.0,1059.0,1035.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Room or Boarding House,1,2019-03-01,41.0,310.0,241.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Room or Boarding House,5+,2019-03-01,,,,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,1,2019-06-01,51.0,388.0,381.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,2,2019-06-01,14.0,499.0,485.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,3,2019-06-01,6.0,600.0,542.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,4,2019-06-01,7.0,785.0,767.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Flat or Apartment,5+,2019-06-01,15.0,937.0,936.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,1,2019-06-01,,,,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,2,2019-06-01,14.0,545.0,525.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,3,2019-06-01,14.0,723.0,709.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,4,2019-06-01,12.0,713.0,593.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,House,5+,2019-06-01,5.0,1265.0,1240.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Room or Boarding House,1,2019-06-01,9.0,396.0,293.0,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573300,Room or Boarding House,5+,2019-06-01,,,,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573400,Flat or Apartment,1,2019-03-01,48.0,436.0,420.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,2,2019-03-01,48.0,560.0,542.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,3,2019-03-01,24.0,732.0,721.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,4,2019-03-01,11.0,890.0,886.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,5+,2019-03-01,,,,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,1,2019-03-01,6.0,543.0,503.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,2,2019-03-01,13.0,635.0,622.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,3,2019-03-01,17.0,679.0,655.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,4,2019-03-01,12.0,976.0,972.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,5+,2019-03-01,5.0,1250.0,1244.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Room or Boarding House,1,2019-03-01,26.0,259.0,247.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,1,2019-06-01,32.0,592.0,478.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,2,2019-06-01,33.0,584.0,565.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,3,2019-06-01,11.0,792.0,781.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,4,2019-06-01,,,,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Flat or Apartment,5+,2019-06-01,,,,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,1,2019-06-01,,,,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,2,2019-06-01,11.0,701.0,659.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,3,2019-06-01,15.0,812.0,794.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,4,2019-06-01,10.0,968.0,956.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,House,5+,2019-06-01,7.0,977.0,847.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573400,Room or Boarding House,1,2019-06-01,14.0,322.0,308.0,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573511,Flat or Apartment,1,2019-03-01,5.0,382.0,382.0,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,Flat or Apartment,2,2019-03-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,Flat or Apartment,3,2019-03-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,House,3,2019-03-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,Flat or Apartment,1,2019-06-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,Flat or Apartment,2,2019-06-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,Flat or Apartment,3,2019-06-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573511,House,3,2019-06-01,,,,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573512,Flat or Apartment,1,2019-03-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,Flat or Apartment,2,2019-03-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,Flat or Apartment,3,2019-03-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,2,2019-03-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,3,2019-03-01,15.0,635.0,629.0,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,4,2019-03-01,7.0,664.0,617.0,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,5+,2019-03-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,Flat or Apartment,1,2019-06-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,Flat or Apartment,2,2019-06-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,Flat or Apartment,3,2019-06-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,2,2019-06-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,3,2019-06-01,17.0,600.0,595.0,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,4,2019-06-01,7.0,769.0,766.0,Churton,Wellington City,Wellington,Johnsonville/Newlands
573512,House,5+,2019-06-01,,,,Churton,Wellington City,Wellington,Johnsonville/Newlands
573521,House,2,2019-03-01,,,,Grenada,Wellington City,Wellington,Tawa/Grenada North
573521,House,3,2019-03-01,,,,Grenada,Wellington City,Wellington,Tawa/Grenada North
573521,House,4,2019-03-01,,,,Grenada,Wellington City,Wellington,Tawa/Grenada North
573521,House,2,2019-06-01,,,,Grenada,Wellington City,Wellington,Tawa/Grenada North
573521,House,3,2019-06-01,,,,Grenada,Wellington City,Wellington,Tawa/Grenada North
573521,House,4,2019-06-01,,,,Grenada,Wellington City,Wellington,Tawa/Grenada North
573522,House,3,2019-03-01,,,,Grenada North,Wellington City,Wellington,Tawa/Grenada North
573522,House,4,2019-03-01,,,,Grenada North,Wellington City,Wellington,Tawa/Grenada North
573522,House,3,2019-06-01,,,,Grenada North,Wellington City,Wellington,Tawa/Grenada North
573522,House,4,2019-06-01,,,,Grenada North,Wellington City,Wellington,Tawa/Grenada North
573523,Flat or Apartment,2,2019-03-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,House,2,2019-03-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,House,3,2019-03-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,House,4,2019-03-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,Flat or Apartment,2,2019-06-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,House,2,2019-06-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,House,3,2019-06-01,7.0,519.0,509.0,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573523,House,4,2019-06-01,,,,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573524,Flat or Apartment,2,2019-03-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,House,2,2019-03-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,House,3,2019-03-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,House,4,2019-03-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,Flat or Apartment,2,2019-06-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,House,2,2019-06-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,House,3,2019-06-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573524,House,4,2019-06-01,,,,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573600,Flat or Apartment,1,2019-03-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Flat or Apartment,2,2019-03-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Flat or Apartment,3,2019-03-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,2,2019-03-01,5.0,482.0,482.0,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,3,2019-03-01,14.0,517.0,514.0,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,4,2019-03-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,5+,2019-03-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Room or Boarding House,1,2019-03-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Flat or Apartment,1,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Flat or Apartment,2,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Flat or Apartment,3,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,2,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,3,2019-06-01,9.0,567.0,565.0,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,4,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,House,5+,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573600,Room or Boarding House,1,2019-06-01,,,,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573700,Flat or Apartment,1,2019-03-01,6.0,357.0,352.0,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Flat or Apartment,2,2019-03-01,7.0,459.0,457.0,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Flat or Apartment,3,2019-03-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,1,2019-03-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,2,2019-03-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,3,2019-03-01,13.0,574.0,571.0,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,4,2019-03-01,5.0,728.0,727.0,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,5+,2019-03-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Room or Boarding House,1,2019-03-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Flat or Apartment,1,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Flat or Apartment,2,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Flat or Apartment,3,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,1,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,2,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,3,2019-06-01,11.0,578.0,571.0,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,4,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,House,5+,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573700,Room or Boarding House,1,2019-06-01,,,,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573800,Flat or Apartment,1,2019-03-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Flat or Apartment,2,2019-03-01,5.0,458.0,455.0,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Flat or Apartment,3,2019-03-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,1,2019-03-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,2,2019-03-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,3,2019-03-01,9.0,556.0,555.0,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,4,2019-03-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Room or Boarding House,1,2019-03-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Flat or Apartment,1,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Flat or Apartment,2,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Flat or Apartment,3,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,1,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,2,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,3,2019-06-01,10.0,602.0,599.0,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,House,4,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573800,Room or Boarding House,1,2019-06-01,,,,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,1,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,2,2019-03-01,5.0,454.0,453.0,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,3,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,4,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,1,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,2,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,3,2019-03-01,25.0,591.0,587.0,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,4,2019-03-01,8.0,686.0,681.0,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,5+,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Room or Boarding House,1,2019-03-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,1,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,2,2019-06-01,7.0,451.0,450.0,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,3,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Flat or Apartment,4,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,1,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,2,2019-06-01,6.0,394.0,394.0,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,3,2019-06-01,25.0,577.0,572.0,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,4,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,House,5+,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
573900,Room or Boarding House,1,2019-06-01,,,,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
574001,Flat or Apartment,1,2019-03-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Flat or Apartment,2,2019-03-01,5.0,449.0,448.0,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Flat or Apartment,3,2019-03-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,1,2019-03-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,2,2019-03-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,3,2019-03-01,16.0,597.0,590.0,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,4,2019-03-01,5.0,676.0,674.0,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,5+,2019-03-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Room or Boarding House,1,2019-03-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Flat or Apartment,1,2019-06-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Flat or Apartment,2,2019-06-01,5.0,405.0,404.0,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Flat or Apartment,3,2019-06-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,1,2019-06-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,2,2019-06-01,5.0,438.0,436.0,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,3,2019-06-01,15.0,597.0,592.0,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,4,2019-06-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,House,5+,2019-06-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574001,Room or Boarding House,1,2019-06-01,,,,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574002,Flat or Apartment,2,2019-03-01,,,,Ngauranga East,Wellington City,Wellington,Johnsonville/Newlands
574002,Flat or Apartment,2,2019-06-01,,,,Ngauranga East,Wellington City,Wellington,Johnsonville/Newlands
574100,Flat or Apartment,1,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Flat or Apartment,2,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Flat or Apartment,3,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,1,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,2,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,3,2019-03-01,22.0,601.0,600.0,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,4,2019-03-01,5.0,629.0,625.0,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,5+,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Room or Boarding House,1,2019-03-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Flat or Apartment,1,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Flat or Apartment,2,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Flat or Apartment,3,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,1,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,2,2019-06-01,6.0,458.0,453.0,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,3,2019-06-01,13.0,592.0,589.0,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,4,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,House,5+,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574100,Room or Boarding House,1,2019-06-01,,,,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574200,Flat or Apartment,1,2019-03-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,Flat or Apartment,2,2019-03-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,Flat or Apartment,3,2019-03-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,2,2019-03-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,3,2019-03-01,7.0,574.0,569.0,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,4,2019-03-01,5.0,829.0,819.0,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,5+,2019-03-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,Flat or Apartment,1,2019-06-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,Flat or Apartment,2,2019-06-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,Flat or Apartment,3,2019-06-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,2,2019-06-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,3,2019-06-01,8.0,658.0,639.0,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,4,2019-06-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574200,House,5+,2019-06-01,,,,Khandallah Park,Wellington City,Wellington,Khandallah
574302,Flat or Apartment,1,2019-03-01,5.0,375.0,373.0,Te Kainga,Wellington City,Wellington,Khandallah
574302,Flat or Apartment,2,2019-03-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,Flat or Apartment,3,2019-03-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,1,2019-03-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,2,2019-03-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,3,2019-03-01,6.0,742.0,737.0,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,4,2019-03-01,6.0,942.0,930.0,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,5+,2019-03-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,Flat or Apartment,1,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,Flat or Apartment,2,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,Flat or Apartment,3,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,1,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,2,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,3,2019-06-01,7.0,678.0,672.0,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,4,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574302,House,5+,2019-06-01,,,,Te Kainga,Wellington City,Wellington,Khandallah
574304,Flat or Apartment,1,2019-03-01,,,,Rangoon Heights,Wellington City,Wellington,Khandallah
574304,Flat or Apartment,2,2019-03-01,,,,Rangoon Heights,Wellington City,Wellington,Khandallah
574304,Flat or Apartment,3,2019-03-01,,,,Rangoon Heights,Wellington City,Wellington,Khandallah
574304,House,1,2019-03-01,,,,Rangoon Heights,Wellington City,Wellington,Khandallah
574304,House,2,2019-03-01,,,,Rangoon Heights,Wellington City,Wellington,Khandallah
574304,House,3,2019-03-01,10.0,647.0,637.0,Rangoon Heights,Wellington City,Wellington,Khandallah
