TA,MARKET RENT DESCRIPTION,AU NAME,SAU
Ashburton ,Ashburton - Entire District,Methven,597600
Ashburton ,Ashburton - Entire District,Fairton,597711
Ashburton ,Ashburton - Entire District,Plains Railway,597712
Ashburton ,Ashburton - Entire District,Mt Somers,597720
Ashburton ,Ashburton - Entire District,Hinds,597730
Ashburton ,Ashburton - Entire District,Chertsey,597741
Ashburton ,Ashburton - Entire District,Rakaia,597742
Ashburton ,Ashburton - Entire District,Allenton,597810
Ashburton ,Ashburton - Entire District,Central Ashburton West,597820
Ashburton ,Ashburton - Entire District,Netherby,597830
Ashburton ,Ashburton - Entire District,Central Ashburton East,597840
Ashburton ,Ashburton - Entire District,Hampstead,597850
Ashburton ,Ashburton - Entire District,Tinwald,597860
Auckland ,Auckland - Avondale,Glenavon,514402
Auckland ,Auckland - Avondale,Rosebank,514801
Auckland ,Auckland - Avondale,Avondale West,514802
Auckland ,Auckland - Balmoral,Maungawhau,518301
Auckland ,Auckland - Balmoral,Mt Eden South,518302
Auckland ,Auckland - Blockhouse Bay/New Windsor,New Windsor,514500
Auckland ,Auckland - Blockhouse Bay/New Windsor,Avondale South,514600
Auckland ,Auckland - Blockhouse Bay/New Windsor,Blockhouse Bay,514700
Auckland ,Auckland - Central East,Auckland Central East,514103
Auckland ,Auckland - Central West,Auckland Central West,514102
Auckland ,Auckland - Eden Terrace,Eden Terrace,515600
Auckland ,Auckland - Ellerslie,Ellerslie North,520201
Auckland ,Auckland - Ellerslie,Ellerslie South,520202
Auckland ,Auckland - Epsom,Epsom North,515700
Auckland ,Auckland - Epsom,Epsom Central,515801
Auckland ,Auckland - Epsom,Epsom South,515802
Auckland ,Auckland - Epsom,Mt St John,519200
Auckland ,Auckland - Glen Innes/Pt England/Wai O Taiki,Glen Innes West,517001
Auckland ,Auckland - Glen Innes/Pt England/Wai O Taiki,Glen Innes East,517002
Auckland ,Auckland - Glen Innes/Pt England/Wai O Taiki,Point England,517100
Auckland ,Auckland - Grey Lynn/Arch Hill,Grey Lynn West,515410
Auckland ,Auckland - Grey Lynn/Arch Hill,Grey Lynn East,515420
Auckland ,Auckland - Grey Lynn/Arch Hill,Arch Hill,515500
Auckland ,Auckland - Harbourside,Auckland Harbourside,514101
Auckland ,Auckland - Herne Bay/St Marys,Herne Bay,515201
Auckland ,Auckland - Herne Bay/St Marys,St Marys,515202
Auckland ,Auckland - Hillsborough,Hillsborough West,518701
Auckland ,Auckland - Hillsborough,Hillsborough East,518702
Auckland ,Auckland - Hillsborough,Waikowhai East,519002
Auckland ,Auckland - Kingsland,Kingsland,517500
Auckland ,Auckland - Kohimarama,Kohimarama West,516601
Auckland ,Auckland - Kohimarama,Kohimarama East,516602
Auckland ,Auckland - Lynfield,Lynfield North,518901
Auckland ,Auckland - Lynfield,Lynfield South,518902
Auckland ,Auckland - Lynfield,Waikowhai West,519001
Auckland ,Auckland - Meadowbank,Meadowbank North,516301
Auckland ,Auckland - Mission Bay/Orakei,Orakei North,516400
Auckland ,Auckland - Mission Bay/Orakei,Mission Bay,516500
Auckland ,Auckland - Mt Albert/Owairaka,Mt Albert Central,517800
Auckland ,Auckland - Mt Albert/Owairaka,Springleigh,517901
Auckland ,Auckland - Mt Albert/Owairaka,Owairaka West,517902
Auckland ,Auckland - Mt Albert/Owairaka,Owairaka East,517903
Auckland ,Auckland - Mt Eden,Mt Eden North,518101
Auckland ,Auckland - Mt Eden,Sherbourne,518102
Auckland ,Auckland - Mt Eden,Balmoral,518201
Auckland ,Auckland - Mt Eden,Mt Eden East,518202
Auckland ,Auckland - Mt Roskill/Wesley,Walmsley,518801
Auckland ,Auckland - Mt Roskill/Wesley,Wesley,518802
Auckland ,Auckland - Mt Roskill/Wesley,Akarana,518803
Auckland ,Auckland - Mt Wellington,Ferndale,520401
Auckland ,Auckland - Mt Wellington North,Mt Wellington North,520300
Auckland ,Auckland - Newmarket,Mt Hobson,516001
Auckland ,Auckland - Newmarket,Newmarket,517400
Auckland ,Auckland - Newton/Grafton,Newton,514200
Auckland ,Auckland - Newton/Grafton,Grafton West,514301
Auckland ,Auckland - Newton/Grafton,Grafton East,514302
Auckland ,Auckland - Onehunga/Oranga/Te Papapa,Onehunga North West,519710
Auckland ,Auckland - Onehunga/Oranga/Te Papapa,Onehunga North East,519720
Auckland ,Auckland - Onehunga/Oranga/Te Papapa,Onehunga South West,519810
Auckland ,Auckland - Onehunga/Oranga/Te Papapa,Onehunga South East,519820
Auckland ,Auckland - Onehunga/Oranga/Te Papapa,Oranga,519900
Auckland ,Auckland - Onehunga/Oranga/Te Papapa,Te Papapa,520000
Auckland ,Auckland - Otahuhu,Otahuhu East,521800
Auckland ,Auckland - Otahuhu,Otahuhu West,521901
Auckland ,Auckland - Panmure,Tamaki,520601
Auckland ,Auckland - Panmure,Panmure Basin,520602
Auckland ,Auckland - Parnell,Parnell East,515901
Auckland ,Auckland - Parnell,Parnell West,515902
Auckland ,Auckland - Penrose/Mt Wellington South,Penrose,519500
Auckland ,Auckland - Penrose/Mt Wellington South,Hamlin,520402
Auckland ,Auckland - Penrose/Mt Wellington South,Mt Wellington South,520500
Auckland ,Auckland - Ponsonby/Freemans Bay,Freemans Bay,514000
Auckland ,Auckland - Ponsonby/Freemans Bay,Ponsonby West,515301
Auckland ,Auckland - Ponsonby/Freemans Bay,Ponsonby East,515302
Auckland ,Auckland - Pt Chevalier,Point Chevalier West,515001
Auckland ,Auckland - Pt Chevalier,Point Chevalier East,515002
Auckland ,Auckland - Pt Chevalier,Point Chevalier South,515003
Auckland ,Auckland - Remuera,Remuera South,516002
Auckland ,Auckland - Remuera,Remuera West,516101
Auckland ,Auckland - Remuera,Waitaramoa,516102
Auckland ,Auckland - Remuera,Orakei South,516201
Auckland ,Auckland - Remuera,Waiata,516202
Auckland ,Auckland - Remuera South/Meadowbank South,Abbotts Park,516003
Auckland ,Auckland - Remuera South/Meadowbank South,Meadowbank South,516302
Auckland ,Auckland - Royal Oak/One Tree Hill,Royal Oak,518600
Auckland ,Auckland - Royal Oak/One Tree Hill,One Tree Hill Central,519300
Auckland ,Auckland - Royal Oak/One Tree Hill,One Tree Hill East,519400
Auckland ,Auckland - St Helliers/Glendowie,St Heliers,516700
Auckland ,Auckland - St Helliers/Glendowie,Glendowie,516800
Auckland ,Auckland - St Helliers/Glendowie,Glen Innes North,516900
Auckland ,Auckland - St Johns,St Johns,517200
Auckland ,Auckland - St Lukes/Sandringham,Sandringham North,517701
Auckland ,Auckland - St Lukes/Sandringham,Sandringham West,517702
Auckland ,Auckland - St Lukes/Sandringham,Sandringham East,517703
Auckland ,Auckland - Three Kings,Three Kings,518500
Auckland ,Auckland - Waiheke Island,Waiheke Island,520801
Auckland ,Auckland - Waterview/Avondale Heights,Roberton,514401
Auckland ,Auckland - Waterview/Avondale Heights,Waterview,514900
Auckland ,Auckland - Western Springs/Morningside,St Lukes North,515432
Auckland ,Auckland - Western Springs/Morningside,St Lukes,517600
Auckland ,Auckland - Westmere/Surrey Crescent,Westmere,515100
Auckland ,Auckland - Westmere/Surrey Crescent,Surrey Crescent,515431
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Darfield,586900
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Kirwee,587010
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Burnham Military Camp,587020
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Malvern,587100
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Prebbleton,587841
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,West Melton,587904
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Taitapu,587905
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Lyttelton,596400
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Diamond Harbour,596502
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Governors Bay,596503
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Quail Island,596504
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Port Levy,596600
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Akaroa,596800
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Okains Bay,596900
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Little River,597101
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Lincoln,597200
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Leeston,597300
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Southbridge,597400
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Rolleston,597502
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Dunsandel,597503
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Springston,597504
Banks Peninsula/Selwyn ,Banks Peninsula/Selwyn - Both Districts,Selwyn-Rakaia,597506
Buller ,Buller - Entire District,Karamea,584402
Buller ,Buller - Entire District,Hector-Ngakawau,584403
Buller ,Buller - Entire District,Granity,584404
Buller ,Buller - Entire District,Orowaiti,584405
Buller ,Buller - Entire District,Little Wanganui,584407
Buller ,Buller - Entire District,Mokihinui,584408
Buller ,Buller - Entire District,Buller Coalfields,584409
Buller ,Buller - Entire District,Westport Rural,584410
Buller ,Buller - Entire District,Charleston,584411
Buller ,Buller - Entire District,Inangahua Junction,584412
Buller ,Buller - Entire District,Westport Urban,584500
Buller ,Buller - Entire District,Reefton,584600
Buller ,Buller - Entire District,Inangahua Valley,584701
Buller ,Buller - Entire District,Mawheraiti,584702
Buller ,Buller - Entire District,Maruia,584703
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Waingawa,579400
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Mt Holdsworth,579501
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Te Wharau,579502
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Carterton,579700
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Tuturumuri,579802
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Kahutara,579803
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Greytown,579900
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Featherston,580000
Carterton/South Wairarapa ,Carterton/South Wairarapa - Both Districts,Martinborough,580100
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Takapau,549000
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Waipawa,549100
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Tikokino,549200
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Otane,549400
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Waipukurau,549500
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Porangahau,549601
Central Hawkes Bay ,Central Hawkes Bay - Entire District,Elsthorpe-Flemington,549602
Central Otago ,Central Otago - Entire District,Teviot,607501
Central Otago ,Central Otago - Entire District,Roxburgh,607800
Central Otago ,Central Otago - Entire District,Ranfurly,607900
Central Otago ,Central Otago - Entire District,Maniototo,608000
Central Otago ,Central Otago - Entire District,Naseby,608100
Central Otago ,Central Otago - Entire District,Dunstan,608302
Central Otago ,Central Otago - Entire District,Clyde,608303
Central Otago ,Central Otago - Entire District,Alexandra,608500
Central Otago ,Central Otago - Entire District,Cromwell,608600
Christchurch ,Christchurch - Addington,Riccarton South,590900
Christchurch ,Christchurch - Addington,Addington,594700
Christchurch ,Christchurch - Aranui/Bromley/Bexley,Chisnall,593000
Christchurch ,Christchurch - Aranui/Bromley/Bexley,Aranui,593100
Christchurch ,Christchurch - Aranui/Bromley/Bexley,East Linwood,593700
Christchurch ,Christchurch - Aranui/Bromley/Bexley,Bexley,593800
Christchurch ,Christchurch - Aranui/Bromley/Bexley,Bromley,593900
Christchurch ,Christchurch - Avon Loop/Christchurch East,Avon Loop,591700
Christchurch ,Christchurch - Avonhead/Yaldhurst,Yaldhurst,587811
Christchurch ,Christchurch - Avonhead/Yaldhurst,Templeton,587820
Christchurch ,Christchurch - Avonhead/Yaldhurst,Hawthornden,589601
Christchurch ,Christchurch - Avonhead/Yaldhurst,Merrin,589602
Christchurch ,Christchurch - Avonhead/Yaldhurst,Masham,589800
Christchurch ,Christchurch - Avonhead/Yaldhurst,Avonhead,589900
Christchurch ,Christchurch - Bishopdale/Papanui,Bishopdale,588700
Christchurch ,Christchurch - Bishopdale/Papanui,Jellie Park,589100
Christchurch ,Christchurch - Bishopdale/Papanui,Papanui,591900
Christchurch ,Christchurch - Bishopdale/Papanui,Aorangi,592000
Christchurch ,Christchurch - Burnside/Harewood,Harewood,588600
Christchurch ,Christchurch - Burnside/Harewood,Russley,588800
Christchurch ,Christchurch - Burnside/Harewood,Burnside,588900
Christchurch ,Christchurch - Burnside/Harewood,Wairarapa,589000
Christchurch ,Christchurch - Burwood/Dallington/Avondale,Burwood,592811
Christchurch ,Christchurch - Burwood/Dallington/Avondale,Dallington,592812
Christchurch ,Christchurch - Burwood/Dallington/Avondale,Avondale,592900
Christchurch ,Christchurch - Christchurch Central/Hagley,Cathedral Square,591500
Christchurch ,Christchurch - Christchurch Central/Hagley,Hagley Park,591600
Christchurch ,Christchurch - Fendalton/Strowan/Bryndwr,Bryndwr,589200
Christchurch ,Christchurch - Fendalton/Strowan/Bryndwr,Holmwood,589300
Christchurch ,Christchurch - Fendalton/Strowan/Bryndwr,Fendalton,589400
Christchurch ,Christchurch - Fendalton/Strowan/Bryndwr,Deans Bush,589500
Christchurch ,Christchurch - Fendalton/Strowan/Bryndwr,Strowan,592100
Christchurch ,Christchurch - Halswell/Wigram,Oaklands,587301
Christchurch ,Christchurch - Halswell/Wigram,Halswell South,587302
Christchurch ,Christchurch - Halswell/Wigram,Wigram,587702
Christchurch ,Christchurch - Halswell/Wigram,Halswell West,587842
Christchurch ,Christchurch - Halswell/Wigram,Halswell East,587843
Christchurch ,Christchurch - Halswell/Wigram,Kennedys Bush,587903
Christchurch ,Christchurch - Hillmorton/Hoon Hay,Middleton,590300
Christchurch ,Christchurch - Hillmorton/Hoon Hay,Hoon Hay,595100
Christchurch ,Christchurch - Hillmorton/Hoon Hay,Hoon Hay South,595200
Christchurch ,Christchurch - Hillmorton/Hoon Hay,Hillmorton,595300
Christchurch ,Christchurch - Horby/Islington/Hei Hei,Hornby North,587400
Christchurch ,Christchurch - Horby/Islington/Hei Hei,Hornby South,587500
Christchurch ,Christchurch - Horby/Islington/Hei Hei,Broomfield,587812
Christchurch ,Christchurch - Horby/Islington/Hei Hei,Islington,587830
Christchurch ,Christchurch - Ilam/Westburn,Westburn,589700
Christchurch ,Christchurch - Ilam/Westburn,Ilam,590000
Christchurch ,Christchurch - Linwood/Phillipstown,Linwood,593501
Christchurch ,Christchurch - Linwood/Phillipstown,Phillipstown,593502
Christchurch ,Christchurch - Linwood/Phillipstown,North Linwood,593600
Christchurch ,Christchurch - Marshland/Redwood,Redwood North,588101
Christchurch ,Christchurch - Marshland/Redwood,Redwood South,588102
Christchurch ,Christchurch - Marshland/Redwood,Marshland,590500
Christchurch ,Christchurch - Merivale/St Albans West,Merivale,592200
Christchurch ,Christchurch - Merivale/St Albans West,St Albans West,592401
Christchurch ,Christchurch - North Beach/New Brighton/Southshore,North Beach,595600
Christchurch ,Christchurch - North Beach/New Brighton/Southshore,Rawhiti,595700
Christchurch ,Christchurch - North Beach/New Brighton/Southshore,New Brighton,595800
Christchurch ,Christchurch - North Beach/New Brighton/Southshore,South Brighton,595900
Christchurch ,Christchurch - Redcliffs/Sumner,Heathcote Valley,591300
Christchurch ,Christchurch - Redcliffs/Sumner,Mt Pleasant,596000
Christchurch ,Christchurch - Redcliffs/Sumner,Moncks Bay,596102
Christchurch ,Christchurch - Redcliffs/Sumner,Sumner,596200
Christchurch ,Christchurch - Riccarton,Wharenui,590200
Christchurch ,Christchurch - Riccarton,Riccarton West,590700
Christchurch ,Christchurch - Riccarton,Riccarton,590800
Christchurch ,Christchurch - Richmond/Avonside,South Richmond,593300
Christchurch ,Christchurch - Richmond/Avonside,Avonside,593400
Christchurch ,Christchurch - Richmond/Shirley,Shirley West,592701
Christchurch ,Christchurch - Richmond/Shirley,Shirley East,592702
Christchurch ,Christchurch - Richmond/Shirley,North Richmond,593200
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Mcleans Island,587902
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Styx Mill,588200
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Casebrook,588300
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Sawyers Arms,588400
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Kaimahi,588500
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Belfast,590400
Christchurch ,Christchurch - Sawyers Arms/Northcote/Belfast,Northcote,591800
Christchurch ,Christchurch - Sockburn/Upper Riccarton,Sockburn,587701
Christchurch ,Christchurch - Sockburn/Upper Riccarton,Upper Riccarton,590100
Christchurch ,Christchurch - Spreydon/Somerfield,Barrington North,594800
Christchurch ,Christchurch - Spreydon/Somerfield,Spreydon,595000
Christchurch ,Christchurch - Spreydon/Somerfield,Somerfield,595400
Christchurch ,Christchurch - St Albans East/Edgeware,St Albans East,592402
Christchurch ,Christchurch - St Albans East/Edgeware,Edgeware,592600
Christchurch ,Christchurch - St Albans North/ Mairehau,Rutland,592300
Christchurch ,Christchurch - St Albans North/ Mairehau,Mairehau,592500
Christchurch ,Christchurch - St Martins/Beckenham/Huntsbury,Rapaki Track,591200
Christchurch ,Christchurch - St Martins/Beckenham/Huntsbury,St Martins,594400
Christchurch ,Christchurch - St Martins/Beckenham/Huntsbury,Beckenham,595500
Christchurch ,Christchurch - Styx/Parklands,Styx,590601
Christchurch ,Christchurch - Styx/Parklands,Parklands,590602
Christchurch ,Christchurch - Styx/Parklands,Travis,592820
Christchurch ,Christchurch - Sydenham/Waltham,Waltham,594500
Christchurch ,Christchurch - Sydenham/Waltham,Sydenham,594600
Christchurch ,Christchurch - Westmorland/Cashmere/Barrington,Westmorland,587844
Christchurch ,Christchurch - Westmorland/Cashmere/Barrington,Cashmere West,591101
Christchurch ,Christchurch - Westmorland/Cashmere/Barrington,Cashmere East,591102
Christchurch ,Christchurch - Westmorland/Cashmere/Barrington,Barrington South,594900
Christchurch ,Christchurch - Woolston/Opawa,Woolston West,594010
Christchurch ,Christchurch - Woolston/Opawa,Ferrymead,594020
Christchurch ,Christchurch - Woolston/Opawa,Woolston South,594100
Christchurch ,Christchurch - Woolston/Opawa,Ensors,594200
Christchurch ,Christchurch - Woolston/Opawa,Opawa,594300
Clutha/Southland ,Clutha/Southland - Both Districts,Benhar,606500
Clutha/Southland ,Clutha/Southland - Both Districts,Stirling,606600
Clutha/Southland ,Clutha/Southland - Both Districts,Bruce,606700
Clutha/Southland ,Clutha/Southland - Both Districts,Milton,606800
Clutha/Southland ,Clutha/Southland - Both Districts,Kaitangata,606900
Clutha/Southland ,Clutha/Southland - Both Districts,Clinton,607000
Clutha/Southland ,Clutha/Southland - Both Districts,Kaka Point,607100
Clutha/Southland ,Clutha/Southland - Both Districts,Owaka,607200
Clutha/Southland ,Clutha/Southland - Both Districts,Clutha,607300
Clutha/Southland ,Clutha/Southland - Both Districts,Balclutha,607400
Clutha/Southland ,Clutha/Southland - Both Districts,Tuapeka,607502
Clutha/Southland ,Clutha/Southland - Both Districts,Tapanui,607600
Clutha/Southland ,Clutha/Southland - Both Districts,Lawrence,607700
Clutha/Southland ,Clutha/Southland - Both Districts,Milford,609011
Clutha/Southland ,Clutha/Southland - Both Districts,Balfour Community,609400
Clutha/Southland ,Clutha/Southland - Both Districts,Riversdale Community,609500
Clutha/Southland ,Clutha/Southland - Both Districts,Lumsden Community,609600
Clutha/Southland ,Clutha/Southland - Both Districts,Edendale Community,609700
Clutha/Southland ,Clutha/Southland - Both Districts,Wyndham,609800
Clutha/Southland ,Clutha/Southland - Both Districts,Makarewa North,609911
Clutha/Southland ,Clutha/Southland - Both Districts,Waikaia,610020
Clutha/Southland ,Clutha/Southland - Both Districts,Kaweku,610031
Clutha/Southland ,Clutha/Southland - Both Districts,Hokonui,610040
Clutha/Southland ,Clutha/Southland - Both Districts,Waianiwa,610051
Clutha/Southland ,Clutha/Southland - Both Districts,Dacre,610061
Clutha/Southland ,Clutha/Southland - Both Districts,Waituna,610072
Clutha/Southland ,Clutha/Southland - Both Districts,Woodlands,610073
Clutha/Southland ,Clutha/Southland - Both Districts,Toetoes,610080
Clutha/Southland ,Clutha/Southland - Both Districts,Wallacetown,610090
Clutha/Southland ,Clutha/Southland - Both Districts,Winton,610500
Clutha/Southland ,Clutha/Southland - Both Districts,Nightcaps,612200
Clutha/Southland ,Clutha/Southland - Both Districts,Ohai,612300
Clutha/Southland ,Clutha/Southland - Both Districts,Te Anau,612400
Clutha/Southland ,Clutha/Southland - Both Districts,Tuatapere,612500
Clutha/Southland ,Clutha/Southland - Both Districts,Otautau,612600
Clutha/Southland ,Clutha/Southland - Both Districts,Manapouri,612712
Clutha/Southland ,Clutha/Southland - Both Districts,Mossburn,612713
Clutha/Southland ,Clutha/Southland - Both Districts,Wairio,612720
Clutha/Southland ,Clutha/Southland - Both Districts,Te Waewae,612730
Clutha/Southland ,Clutha/Southland - Both Districts,Fairfax,612740
Clutha/Southland ,Clutha/Southland - Both Districts,Riverton East,612801
Clutha/Southland ,Clutha/Southland - Both Districts,Riverton West,612802
Clutha/Southland ,Clutha/Southland - Both Districts,Fiordland,612901
Clutha/Southland ,Clutha/Southland - Both Districts,Stewart Island,613000
Dunedin ,Dunedin - Caversham,Caversham,604210
Dunedin ,Dunedin - Caversham,Corstorphine West,604221
Dunedin ,Dunedin - Central Dunedin,High St-The Oval,602900
Dunedin ,Dunedin - Central Dunedin,High St-Stuart St,603000
Dunedin ,Dunedin - Central Dunedin,Stuart St-Frederick St,603100
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Balmacewen,603720
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Glenleith,603810
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Helensburgh,603820
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Wakari,603910
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Halfway Bush,603920
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Roslyn North,604010
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Roslyn South,604020
Dunedin ,Dunedin - Glenleith/Roslyn/Belleknowles,Belleknowes,604120
Dunedin ,Dunedin - Kenmure/Mornington,Brockville,603930
Dunedin ,Dunedin - Kenmure/Mornington,Mornington,604110
Dunedin ,Dunedin - Kenmure/Mornington,Kenmure,604130
Dunedin ,Dunedin - Kew/St Clair/St Kilda East,Corstorphine East,604222
Dunedin ,Dunedin - Kew/St Clair/St Kilda East,Forbury,604420
Dunedin ,Dunedin - Kew/St Clair/St Kilda East,St Clair,604500
Dunedin ,Dunedin - Kew/St Clair/St Kilda East,St Kilda West,605400
Dunedin ,Dunedin - Kew/St Clair/St Kilda East,St Kilda East,605600
Dunedin ,Dunedin - Mosgiel,Wyllies Crossing,602411
Dunedin ,Dunedin - Mosgiel,Wingatui,602412
Dunedin ,Dunedin - Mosgiel,Mosgiel East,606100
Dunedin ,Dunedin - Mosgiel,Mosgiel South,606210
Dunedin ,Dunedin - Mosgiel,East Taieri,606220
Dunedin ,Dunedin - Mosgiel,Bush Road,606300
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Musselburgh,604611
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Andersons Bay,604612
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Vauxhall,604620
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Inner Peninsula,604810
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Raynbirds Bay,604821
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Macandrew Bay,604822
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Broad Bay-Portobello,604830
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Taiaroa-Cape Saunders,604901
Dunedin ,Dunedin - Musselburgh/Vauxhall/Peninsula,Sandymount,604902
Dunedin ,Dunedin - North Dunedin/Woodhaugh,Woodhaugh,603500
Dunedin ,Dunedin - North Dunedin/Woodhaugh,North Dunedin,603601
Dunedin ,Dunedin - North East Valley/Pinehill,North-East Valley,603300
Dunedin ,Dunedin - North East Valley/Pinehill,Pine Hill,603400
Dunedin ,Dunedin - Ravenbourne/Mt Mera/Port Chalmers,Opoho,603210
Dunedin ,Dunedin - Ravenbourne/Mt Mera/Port Chalmers,Forrester Park,603220
Dunedin ,Dunedin - Ravenbourne/Mt Mera/Port Chalmers,St Leonards-Blanket Bay,604710
Dunedin ,Dunedin - Ravenbourne/Mt Mera/Port Chalmers,Ravensbourne,604720
Dunedin ,Dunedin - Ravenbourne/Mt Mera/Port Chalmers,Sawyers Bay,605100
Dunedin ,Dunedin - Ravenbourne/Mt Mera/Port Chalmers,Port Chalmers,605200
Dunedin ,Dunedin - Rural,Hyde,601302
Dunedin ,Dunedin - Rural,Waikouaiti,601400
Dunedin ,Dunedin - Rural,Aramoana,601500
Dunedin ,Dunedin - Rural,Waitati,601602
Dunedin ,Dunedin - Rural,Evansdale,601603
Dunedin ,Dunedin - Rural,Karitane,601604
Dunedin ,Dunedin - Rural,Warrington,601605
Dunedin ,Dunedin - Rural,Outram,602200
Dunedin ,Dunedin - Rural,Middlemarch,602300
Dunedin ,Dunedin - Rural,Momona,602500
Dunedin ,Dunedin - Rural,Silverpeaks,602600
Dunedin ,Dunedin - South Dunedin/St Kilda,Fryatt,602800
Dunedin ,Dunedin - South Dunedin/St Kilda,Caledonian,604300
Dunedin ,Dunedin - South Dunedin/St Kilda,South Dunedin,604410
Dunedin ,Dunedin - South Dunedin/St Kilda,St Kilda Central,605500
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Fairfield,601900
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Brighton,602000
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Waldronville,602100
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Kaikorai Hill,602421
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Kaikorai Lagoon,602422
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Green Island Central,605800
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Abbotsford,605910
Dunedin ,Dunedin - Sunnyvale/Abbotsford/Burnside,Concord,605920
Dunedin ,Dunedin - University/Maori Hill,Otago University,603602
Dunedin ,Dunedin - University/Maori Hill,Maori Hill,603710
Far North ,Far North - Ahipara/Kaitaia,Ahipara,500205
Far North ,Far North - Ahipara/Kaitaia,Kaitaia West,500301
Far North ,Far North - Ahipara/Kaitaia,Kaitaia East,500302
Far North ,Far North - Bay Of Islands,Kerikeri,500900
Far North ,Far North - Bay Of Islands,Russell,501000
Far North ,Far North - Bay Of Islands,Paihia,501100
Far North ,Far North - Bay Of Islands,Haruru Falls,501200
Far North ,Far North - Bay Of Islands,East Opua,501300
Far North ,Far North - Bay Of Islands,Waitangi-Te Tii,501611
Far North ,Far North - Bay Of Islands,West Opua,501612
Far North ,Far North - Bay Of Islands,Bay of Islands,501613
