au2001,property_type,num_bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
585803,Flat or Apartment,3,2020-06-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,House,2,2020-06-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,House,3,2020-06-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,House,4,2020-06-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,Flat or Apartment,3,2020-09-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,House,2,2020-09-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,House,3,2020-09-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,House,4,2020-09-01,,,,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585805,House,3,2020-06-01,,,,Sefton,Waimakariri District,Canterbury,Rural Waimakariri
585805,House,3,2020-09-01,,,,Sefton,Waimakariri District,Canterbury,Rural Waimakariri
585806,House,3,2020-06-01,,,,Okuku,Waimakariri District,Canterbury,Rural Waimakariri
585806,House,4,2020-06-01,,,,Okuku,Waimakariri District,Canterbury,Rural Waimakariri
585806,House,3,2020-09-01,,,,Okuku,Waimakariri District,Canterbury,Rural Waimakariri
585806,House,4,2020-09-01,,,,Okuku,Waimakariri District,Canterbury,Rural Waimakariri
585807,House,2,2020-06-01,,,,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585807,House,3,2020-06-01,,,,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585807,House,4,2020-06-01,,,,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585807,House,2,2020-09-01,,,,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585807,House,3,2020-09-01,,,,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585807,House,4,2020-09-01,,,,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585808,House,2,2020-06-01,,,,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
585808,House,3,2020-06-01,,,,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
585808,House,4,2020-06-01,,,,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
585808,House,2,2020-09-01,,,,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
585808,House,3,2020-09-01,,,,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
585808,House,4,2020-09-01,,,,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
586001,House,2,2020-06-01,,,,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586001,House,3,2020-06-01,,,,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586001,House,4,2020-06-01,,,,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586001,House,2,2020-09-01,,,,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586001,House,3,2020-09-01,,,,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586001,House,4,2020-09-01,,,,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586002,House,2,2020-06-01,,,,Pines-Kairaki Beach,Waimakariri District,Canterbury,Rural Waimakariri
586002,House,3,2020-06-01,,,,Pines-Kairaki Beach,Waimakariri District,Canterbury,Rural Waimakariri
586002,House,2,2020-09-01,,,,Pines-Kairaki Beach,Waimakariri District,Canterbury,Rural Waimakariri
586002,House,3,2020-09-01,,,,Pines-Kairaki Beach,Waimakariri District,Canterbury,Rural Waimakariri
586112,House,2,2020-06-01,,,,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586112,House,3,2020-06-01,,,,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586112,House,4,2020-06-01,,,,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586112,House,2,2020-09-01,,,,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586112,House,3,2020-09-01,,,,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586112,House,4,2020-09-01,,,,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586114,House,3,2020-06-01,,,,Cust,Waimakariri District,Canterbury,Rural Waimakariri
586114,House,3,2020-09-01,,,,Cust,Waimakariri District,Canterbury,Rural Waimakariri
586115,House,4,2020-06-01,,,,Mairaki,Waimakariri District,Canterbury,Rural Waimakariri
586115,House,4,2020-09-01,,,,Mairaki,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,2,2020-06-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,3,2020-06-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,4,2020-06-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,5+,2020-06-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,2,2020-09-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,3,2020-09-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,4,2020-09-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586116,House,5+,2020-09-01,,,,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586117,House,2,2020-06-01,,,,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586117,House,3,2020-06-01,,,,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586117,House,4,2020-06-01,,,,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586117,House,2,2020-09-01,,,,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586117,House,3,2020-09-01,,,,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586117,House,4,2020-09-01,,,,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586118,Flat or Apartment,3,2020-06-01,,,,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,House,2,2020-06-01,,,,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,House,3,2020-06-01,11.0,435.0,432.0,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,House,4,2020-06-01,,,,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,Flat or Apartment,3,2020-09-01,,,,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,House,2,2020-09-01,,,,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,House,3,2020-09-01,12.0,439.0,436.0,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586118,House,4,2020-09-01,,,,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,2,2020-06-01,,,,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,3,2020-06-01,,,,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,4,2020-06-01,,,,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,5+,2020-06-01,,,,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,2,2020-09-01,,,,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,3,2020-09-01,8.0,448.0,447.0,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,4,2020-09-01,5.0,499.0,499.0,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586120,House,5+,2020-09-01,,,,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586301,Flat or Apartment,1,2020-06-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,Flat or Apartment,2,2020-06-01,5.0,317.0,317.0,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,Flat or Apartment,3,2020-06-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,1,2020-06-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,2,2020-06-01,5.0,356.0,356.0,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,3,2020-06-01,9.0,396.0,395.0,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,4,2020-06-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,5+,2020-06-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,Flat or Apartment,1,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,Flat or Apartment,2,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,Flat or Apartment,3,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,1,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,2,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,3,2020-09-01,12.0,412.0,411.0,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,4,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586301,House,5+,2020-09-01,,,,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,Flat or Apartment,2,2020-06-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,Flat or Apartment,3,2020-06-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,2,2020-06-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,3,2020-06-01,12.0,389.0,389.0,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,4,2020-06-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,5+,2020-06-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,Flat or Apartment,2,2020-09-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,Flat or Apartment,3,2020-09-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,2,2020-09-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,3,2020-09-01,8.0,415.0,414.0,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,4,2020-09-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,House,5+,2020-09-01,,,,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Flat or Apartment,1,2020-06-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Flat or Apartment,2,2020-06-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Flat or Apartment,3,2020-06-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,House,2,2020-06-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,House,3,2020-06-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,House,4,2020-06-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Flat or Apartment,1,2020-09-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Flat or Apartment,2,2020-09-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Flat or Apartment,3,2020-09-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,House,2,2020-09-01,,,,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,House,3,2020-09-01,7.0,435.0,433.0,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,House,4,2020-09-01,6.0,503.0,503.0,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586304,House,2,2020-06-01,,,,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586304,House,3,2020-06-01,,,,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586304,House,4,2020-06-01,,,,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586304,House,2,2020-09-01,,,,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586304,House,3,2020-09-01,,,,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586304,House,4,2020-09-01,,,,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586401,Flat or Apartment,1,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,Flat or Apartment,2,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,Flat or Apartment,3,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,1,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,2,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,3,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,4,2020-06-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,Flat or Apartment,1,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,Flat or Apartment,2,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,Flat or Apartment,3,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,1,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,2,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,3,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586401,House,4,2020-09-01,,,,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,Flat or Apartment,2,2020-06-01,,,,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,House,2,2020-06-01,,,,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,House,3,2020-06-01,10.0,414.0,411.0,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,House,4,2020-06-01,,,,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,Flat or Apartment,2,2020-09-01,,,,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,House,2,2020-09-01,,,,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,House,3,2020-09-01,8.0,442.0,441.0,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,House,4,2020-09-01,,,,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586501,House,2,2020-06-01,,,,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586501,House,3,2020-06-01,,,,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586501,House,4,2020-06-01,,,,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586501,House,2,2020-09-01,,,,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586501,House,3,2020-09-01,,,,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586501,House,4,2020-09-01,,,,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586502,Flat or Apartment,2,2020-06-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,House,2,2020-06-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,House,3,2020-06-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,House,4,2020-06-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,Flat or Apartment,2,2020-09-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,House,2,2020-09-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,House,3,2020-09-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586502,House,4,2020-09-01,,,,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,2,2020-06-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,3,2020-06-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,4,2020-06-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,5+,2020-06-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,2,2020-09-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,3,2020-09-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,4,2020-09-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586601,House,5+,2020-09-01,,,,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,Flat or Apartment,1,2020-06-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,1,2020-06-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,2,2020-06-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,3,2020-06-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,4,2020-06-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,5+,2020-06-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,Flat or Apartment,1,2020-09-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,1,2020-09-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,2,2020-09-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,3,2020-09-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,4,2020-09-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,House,5+,2020-09-01,,,,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586801,House,2,2020-06-01,,,,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586801,House,3,2020-06-01,,,,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586801,House,4,2020-06-01,,,,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586801,House,2,2020-09-01,,,,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586801,House,3,2020-09-01,,,,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586801,House,4,2020-09-01,,,,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586802,Flat or Apartment,2,2020-06-01,,,,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,House,2,2020-06-01,,,,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,House,3,2020-06-01,6.0,379.0,379.0,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,House,4,2020-06-01,,,,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,Flat or Apartment,2,2020-09-01,,,,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,House,2,2020-09-01,,,,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,House,3,2020-09-01,5.0,360.0,359.0,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586802,House,4,2020-09-01,,,,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586900,Flat or Apartment,2,2020-06-01,,,,Darfield,Selwyn District,Canterbury,Banks Peninsula/Selwyn
586900,House,2,2020-06-01,,,,Darfield,Selwyn District,Canterbury,Banks Peninsula/Selwyn
586900,House,3,2020-06-01,6.0,398.0,398.0,Darfield,Selwyn District,Canterbury,Banks Peninsula/Selwyn
586900,House,4,2020-06-01,,,,Darfield,Selwyn District,Canterbury,Banks Peninsula/Selwyn
