au2001,au_name,territory,region,rental_area
584404,Granity,Buller District,West Coast,Buller
584405,Orowaiti,Buller District,West Coast,Buller
584407,Little Wanganui,Buller District,West Coast,Buller
584408,Mokihinui,Buller District,West Coast,Buller
584409,Buller Coalfields,Buller District,West Coast,Buller
584410,Westport Rural,Buller District,West Coast,Buller
584411,Charleston,Buller District,West Coast,Buller
584412,Inangahua Junction,Buller District,West Coast,Buller
584500,Westport Urban,Buller District,West Coast,Buller
584600,Reefton,Buller District,West Coast,Buller
584701,Inangahua Valley,Buller District,West Coast,Buller
584702,Mawheraiti,Buller District,West Coast,Buller
584703,Maruia,Buller District,West Coast,Buller
584800,Karoro,Grey District,West Coast,Grey
584911,Kaiata,Grey District,West Coast,Grey
584912,South Beach-Camerons,Grey District,West Coast,Grey
584922,Blackball,Grey District,West Coast,Grey
584923,Point Elizabeth,Grey District,West Coast,Grey
584930,Dobson,Grey District,West Coast,Grey
584931,Barrytown,Grey District,West Coast,Grey
584932,Coalcreek,Grey District,West Coast,Grey
584933,Atarau,Grey District,West Coast,Grey
584934,Greymouth Rural,Grey District,West Coast,Grey
584935,Marsden-Hohonu,Grey District,West Coast,Grey
584936,Arnold Valley,Grey District,West Coast,Grey
584937,Nelson Creek-Ngahere,Grey District,West Coast,Grey
584938,Ahaura,Grey District,West Coast,Grey
584939,Lake Brunner,Grey District,West Coast,Grey
584940,Haupiri,Grey District,West Coast,Grey
585000,Runanga-Rapahoe,Grey District,West Coast,Grey
585110,Cobden,Grey District,West Coast,Grey
585120,Blaketown,Grey District,West Coast,Grey
585130,Greymouth Central,Grey District,West Coast,Grey
585140,Greymouth South,Grey District,West Coast,Grey
585306,Kumara,Westland District,West Coast,Westland
585307,Kaniere,Westland District,West Coast,Westland
585309,Ross,Westland District,West Coast,Westland
585311,Harihari,Westland District,West Coast,Westland
585312,Franz Josef,Westland District,West Coast,Westland
585313,Fox Glacier,Westland District,West Coast,Westland
585314,Taramakau,Westland District,West Coast,Westland
585315,Otira,Westland District,West Coast,Westland
585316,Waimea-Arahura,Westland District,West Coast,Westland
585317,Hokitika Rural,Westland District,West Coast,Westland
585318,Hokitika Valley,Westland District,West Coast,Westland
585319,Totara River,Westland District,West Coast,Westland
585320,Waitaha,Westland District,West Coast,Westland
585321,Whataroa,Westland District,West Coast,Westland
585322,Waio,Westland District,West Coast,Westland
585323,Karangarua,Westland District,West Coast,Westland
585324,Bruce Bay-Paringa,Westland District,West Coast,Westland
585325,Haast,Westland District,West Coast,Westland
585400,Hokitika Urban,Westland District,West Coast,Westland
585502,Hanmer Springs,Hurunui District,Canterbury,Kaikoura/Hurunui
585503,Amuri,Hurunui District,Canterbury,Kaikoura/Hurunui
585504,Culverden,Hurunui District,Canterbury,Kaikoura/Hurunui
585601,Parnassus,Hurunui District,Canterbury,Kaikoura/Hurunui
585602,Cheviot,Hurunui District,Canterbury,Kaikoura/Hurunui
585700,Hurunui,Hurunui District,Canterbury,Kaikoura/Hurunui
585802,Amberley,Hurunui District,Canterbury,Kaikoura/Hurunui
585803,Leithfield,Hurunui District,Canterbury,Kaikoura/Hurunui
585805,Sefton,Waimakariri District,Canterbury,Rural Waimakariri
585806,Okuku,Waimakariri District,Canterbury,Rural Waimakariri
585807,Loburn,Waimakariri District,Canterbury,Rural Waimakariri
585808,Ashley,Waimakariri District,Canterbury,Rural Waimakariri
586001,Camside,Waimakariri District,Canterbury,Rural Waimakariri
586002,Pines-Kairaki Beach,Waimakariri District,Canterbury,Rural Waimakariri
586112,Waikuku,Waimakariri District,Canterbury,Rural Waimakariri
586114,Cust,Waimakariri District,Canterbury,Rural Waimakariri
586115,Mairaki,Waimakariri District,Canterbury,Rural Waimakariri
586116,Fernside,Waimakariri District,Canterbury,Rural Waimakariri
586117,Tuahiwi,Waimakariri District,Canterbury,Rural Waimakariri
586118,Coldstream,Waimakariri District,Canterbury,Rural Waimakariri
586120,Woodend,Waimakariri District,Canterbury,Rural Waimakariri
586301,Rangiora North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586302,Rangiora West,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586303,Rangiora East,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586304,Southbrook,Waimakariri District,Canterbury,Rural Waimakariri
586401,Kaiapoi North,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586402,Kaiapoi South,Waimakariri District,Canterbury,Rangiora/Kaiapoi
586501,Clarkville,Waimakariri District,Canterbury,Rural Waimakariri
586502,Kaiapoi West,Waimakariri District,Canterbury,Rural Waimakariri
586601,West Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586602,Eyreton,Waimakariri District,Canterbury,Rural Waimakariri
586801,Ashley Gorge,Waimakariri District,Canterbury,Rural Waimakariri
586802,Oxford,Waimakariri District,Canterbury,Rural Waimakariri
586900,Darfield,Selwyn District,Canterbury,Banks Peninsula/Selwyn
587010,Kirwee,Selwyn District,Canterbury,Banks Peninsula/Selwyn
587020,Burnham Military Camp,Selwyn District,Canterbury,Banks Peninsula/Selwyn
587100,Malvern,Selwyn District,Canterbury,Banks Peninsula/Selwyn
587301,Oaklands,Christchurch City,Canterbury,Halswell/Wigram
587302,Halswell South,Christchurch City,Canterbury,Halswell/Wigram
587400,Hornby North,Christchurch City,Canterbury,Horby/Islington/Hei Hei
587500,Hornby South,Christchurch City,Canterbury,Horby/Islington/Hei Hei
587701,Sockburn,Christchurch City,Canterbury,Sockburn/Upper Riccarton
587702,Wigram,Christchurch City,Canterbury,Halswell/Wigram
587811,Yaldhurst,Christchurch City,Canterbury,Avonhead/Yaldhurst
587812,Broomfield,Christchurch City,Canterbury,Horby/Islington/Hei Hei
587820,Templeton,Christchurch City,Canterbury,Avonhead/Yaldhurst
587830,Islington,Christchurch City,Canterbury,Horby/Islington/Hei Hei
587841,Prebbleton,Selwyn District,Canterbury,Banks Peninsula/Selwyn
587842,Halswell West,Christchurch City,Canterbury,Halswell/Wigram
587843,Halswell East,Christchurch City,Canterbury,Halswell/Wigram
587844,Westmorland,Christchurch City,Canterbury,Westmorland/Cashmere/Barrington
587902,Mcleans Island,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
587903,Kennedys Bush,Christchurch City,Canterbury,Halswell/Wigram
587904,West Melton,Selwyn District,Canterbury,Banks Peninsula/Selwyn
587905,Taitapu,Selwyn District,Canterbury,Banks Peninsula/Selwyn
588101,Redwood North,Christchurch City,Canterbury,Marshland/Redwood
588102,Redwood South,Christchurch City,Canterbury,Marshland/Redwood
588200,Styx Mill,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
588300,Casebrook,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
588400,Sawyers Arms,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
588500,Kaimahi,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
588600,Harewood,Christchurch City,Canterbury,Burnside/Harewood
588700,Bishopdale,Christchurch City,Canterbury,Bishopdale/Papanui
588800,Russley,Christchurch City,Canterbury,Burnside/Harewood
588900,Burnside,Christchurch City,Canterbury,Burnside/Harewood
589000,Wairarapa,Christchurch City,Canterbury,Burnside/Harewood
589100,Jellie Park,Christchurch City,Canterbury,Bishopdale/Papanui
589200,Bryndwr,Christchurch City,Canterbury,Fendalton/Strowan/Bryndwr
589300,Holmwood,Christchurch City,Canterbury,Fendalton/Strowan/Bryndwr
589400,Fendalton,Christchurch City,Canterbury,Fendalton/Strowan/Bryndwr
589500,Deans Bush,Christchurch City,Canterbury,Fendalton/Strowan/Bryndwr
589601,Hawthornden,Christchurch City,Canterbury,Avonhead/Yaldhurst
589602,Merrin,Christchurch City,Canterbury,Avonhead/Yaldhurst
589700,Westburn,Christchurch City,Canterbury,Ilam/Westburn
589800,Masham,Christchurch City,Canterbury,Avonhead/Yaldhurst
589900,Avonhead,Christchurch City,Canterbury,Avonhead/Yaldhurst
590000,Ilam,Christchurch City,Canterbury,Ilam/Westburn
590100,Upper Riccarton,Christchurch City,Canterbury,Sockburn/Upper Riccarton
590200,Wharenui,Christchurch City,Canterbury,Riccarton
590300,Middleton,Christchurch City,Canterbury,Hillmorton/Hoon Hay
590400,Belfast,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
590500,Marshland,Christchurch City,Canterbury,Marshland/Redwood
590601,Styx,Christchurch City,Canterbury,Styx/Parklands
590602,Parklands,Christchurch City,Canterbury,Styx/Parklands
590700,Riccarton West,Christchurch City,Canterbury,Riccarton
590800,Riccarton,Christchurch City,Canterbury,Riccarton
590900,Riccarton South,Christchurch City,Canterbury,Addington
591101,Cashmere West,Christchurch City,Canterbury,Westmorland/Cashmere/Barrington
591102,Cashmere East,Christchurch City,Canterbury,Westmorland/Cashmere/Barrington
591200,Rapaki Track,Christchurch City,Canterbury,St Martins/Beckenham/Huntsbury
591300,Heathcote Valley,Christchurch City,Canterbury,Redcliffs/Sumner
591500,Cathedral Square,Christchurch City,Canterbury,Christchurch Central/Hagley
591600,Hagley Park,Christchurch City,Canterbury,Christchurch Central/Hagley
591700,Avon Loop,Christchurch City,Canterbury,Avon Loop/Christchurch East
591800,Northcote,Christchurch City,Canterbury,Sawyers Arms/Northcote/Belfast
591900,Papanui,Christchurch City,Canterbury,Bishopdale/Papanui
592000,Aorangi,Christchurch City,Canterbury,Bishopdale/Papanui
592100,Strowan,Christchurch City,Canterbury,Fendalton/Strowan/Bryndwr
592200,Merivale,Christchurch City,Canterbury,Merivale/St Albans West
592300,Rutland,Christchurch City,Canterbury,St Albans North/ Mairehau
592401,St Albans West,Christchurch City,Canterbury,Merivale/St Albans West
592402,St Albans East,Christchurch City,Canterbury,St Albans East/Edgeware
592500,Mairehau,Christchurch City,Canterbury,St Albans North/ Mairehau
592600,Edgeware,Christchurch City,Canterbury,St Albans East/Edgeware
592701,Shirley West,Christchurch City,Canterbury,Richmond/Shirley
592702,Shirley East,Christchurch City,Canterbury,Richmond/Shirley
592811,Burwood,Christchurch City,Canterbury,Burwood/Dallington/Avondale
592812,Dallington,Christchurch City,Canterbury,Burwood/Dallington/Avondale
592820,Travis,Christchurch City,Canterbury,Styx/Parklands
592900,Avondale,Christchurch City,Canterbury,Burwood/Dallington/Avondale
593000,Chisnall,Christchurch City,Canterbury,Aranui/Bromley/Bexley
593100,Aranui,Christchurch City,Canterbury,Aranui/Bromley/Bexley
593200,North Richmond,Christchurch City,Canterbury,Richmond/Shirley
593300,South Richmond,Christchurch City,Canterbury,Richmond/Avonside
593400,Avonside,Christchurch City,Canterbury,Richmond/Avonside
593501,Linwood,Christchurch City,Canterbury,Linwood/Phillipstown
593502,Phillipstown,Christchurch City,Canterbury,Linwood/Phillipstown
593600,North Linwood,Christchurch City,Canterbury,Linwood/Phillipstown
593700,East Linwood,Christchurch City,Canterbury,Aranui/Bromley/Bexley
593800,Bexley,Christchurch City,Canterbury,Aranui/Bromley/Bexley
593900,Bromley,Christchurch City,Canterbury,Aranui/Bromley/Bexley
594010,Woolston West,Christchurch City,Canterbury,Woolston/Opawa
594020,Ferrymead,Christchurch City,Canterbury,Woolston/Opawa
594100,Woolston South,Christchurch City,Canterbury,Woolston/Opawa
594200,Ensors,Christchurch City,Canterbury,Woolston/Opawa
594300,Opawa,Christchurch City,Canterbury,Woolston/Opawa
594400,St Martins,Christchurch City,Canterbury,St Martins/Beckenham/Huntsbury
594500,Waltham,Christchurch City,Canterbury,Sydenham/Waltham
594600,Sydenham,Christchurch City,Canterbury,Sydenham/Waltham
594700,Addington,Christchurch City,Canterbury,Addington
594800,Barrington North,Christchurch City,Canterbury,Spreydon/Somerfield
594900,Barrington South,Christchurch City,Canterbury,Westmorland/Cashmere/Barrington
595000,Spreydon,Christchurch City,Canterbury,Spreydon/Somerfield
595100,Hoon Hay,Christchurch City,Canterbury,Hillmorton/Hoon Hay
595200,Hoon Hay South,Christchurch City,Canterbury,Hillmorton/Hoon Hay
595300,Hillmorton,Christchurch City,Canterbury,Hillmorton/Hoon Hay
595400,Somerfield,Christchurch City,Canterbury,Spreydon/Somerfield
595500,Beckenham,Christchurch City,Canterbury,St Martins/Beckenham/Huntsbury
595600,North Beach,Christchurch City,Canterbury,North Beach/New Brighton/Southshore
595700,Rawhiti,Christchurch City,Canterbury,North Beach/New Brighton/Southshore
595800,New Brighton,Christchurch City,Canterbury,North Beach/New Brighton/Southshore
595900,South Brighton,Christchurch City,Canterbury,North Beach/New Brighton/Southshore
596000,Mt Pleasant,Christchurch City,Canterbury,Redcliffs/Sumner
596102,Moncks Bay,Christchurch City,Canterbury,Redcliffs/Sumner
596200,Sumner,Christchurch City,Canterbury,Redcliffs/Sumner
596400,Lyttelton,Christchurch City,Canterbury,Banks Peninsula/Selwyn
596502,Diamond Harbour,Christchurch City,Canterbury,Banks Peninsula/Selwyn
596503,Governors Bay,Christchurch City,Canterbury,Banks Peninsula/Selwyn
596504,Quail Island,Christchurch City,Canterbury,Banks Peninsula/Selwyn
596600,Port Levy,Christchurch City,Canterbury,Banks Peninsula/Selwyn
596800,Akaroa,Christchurch City,Canterbury,Banks Peninsula/Selwyn
596900,Okains Bay,Christchurch City,Canterbury,Banks Peninsula/Selwyn
597101,Little River,Christchurch City,Canterbury,Banks Peninsula/Selwyn
597200,Lincoln,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597300,Leeston,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597400,Southbridge,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597502,Rolleston,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597503,Dunsandel,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597504,Springston,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597506,Selwyn-Rakaia,Selwyn District,Canterbury,Banks Peninsula/Selwyn
597600,Methven,Ashburton District,Canterbury,Ashburton
597711,Fairton,Ashburton District,Canterbury,Ashburton
597712,Plains Railway,Ashburton District,Canterbury,Ashburton
597720,Mt Somers,Ashburton District,Canterbury,Ashburton
597730,Hinds,Ashburton District,Canterbury,Ashburton
597741,Chertsey,Ashburton District,Canterbury,Ashburton
597742,Rakaia,Ashburton District,Canterbury,Ashburton
597810,Allenton,Ashburton District,Canterbury,Ashburton
597820,Central Ashburton West,Ashburton District,Canterbury,Ashburton
597830,Netherby,Ashburton District,Canterbury,Ashburton
597840,Central Ashburton East,Ashburton District,Canterbury,Ashburton
597850,Hampstead,Ashburton District,Canterbury,Ashburton
597860,Tinwald,Ashburton District,Canterbury,Ashburton
598000,Winchester,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598201,Fairview-Scarborough,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598202,Otipua Creek-Washdyke Flat,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598311,Ben Mcleod,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598312,Orari,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598313,Levels,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598314,Pareora,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598320,Pleasant Point,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598500,Geraldine,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598600,Temuka,Timaru District,Canterbury,Rural Timaru/Temuka/Geraldine
598700,Washdyke,Timaru District,Canterbury,Timaru Township
598800,Waimataitai,Timaru District,Canterbury,Timaru Township
598900,Marchwiel,Timaru District,Canterbury,Timaru Township
599000,Maori Park,Timaru District,Canterbury,Timaru Township
599100,Highfield,Timaru District,Canterbury,Timaru Township
599200,Glenwood,Timaru District,Canterbury,Timaru Township
599300,Gleniti,Timaru District,Canterbury,Timaru Township
599400,Fraser Park,Timaru District,Canterbury,Timaru Township
599500,Seaview,Timaru District,Canterbury,Timaru Township
599600,Watlington,Timaru District,Canterbury,Timaru Township
599700,Parkside,Timaru District,Canterbury,Timaru Township
599800,Timaru Gardens,Timaru District,Canterbury,Timaru Township
599900,Redruth,Timaru District,Canterbury,Timaru Township
600100,Twizel Community,Mackenzie District,Canterbury,MacKenzie/Waimate
600200,Fairlie,Mackenzie District,Canterbury,MacKenzie/Waimate
600312,Mt Cook,Mackenzie District,Canterbury,MacKenzie/Waimate
600320,Lake Tekapo,Mackenzie District,Canterbury,MacKenzie/Waimate
600323,Mackenzie,Mackenzie District,Canterbury,MacKenzie/Waimate
600410,Waihao,Waimate District,Canterbury,MacKenzie/Waimate
600420,St Andrews,Waimate District,Canterbury,MacKenzie/Waimate
600500,Waimate,Waimate District,Canterbury,MacKenzie/Waimate
600600,Weston,Waitaki District,Canterbury,Waitaki
600811,Pukeuri,Waitaki District,Canterbury,Waitaki
600812,Ardgowan,Waitaki District,Canterbury,Waitaki
600813,Cape Wanbrow,Waitaki District,Canterbury,Waitaki
600822,Duntroon,Waitaki District,Canterbury,Waitaki
600824,Kurow,Waitaki District,Canterbury,Waitaki
600826,Maheno,Waitaki District,Canterbury,Waitaki
600827,Omarama,Waitaki District,Canterbury,Waitaki
600828,Kakanui,Waitaki District,Canterbury,Waitaki
600830,Otematata,Waitaki District,Canterbury,Waitaki
600831,Aviemore,Waitaki District,Canterbury,Waitaki
600840,Hampden,Waitaki District,Canterbury,Waitaki
601010,Oamaru North,Waitaki District,Canterbury,Waitaki
601020,Orana Park,Waitaki District,Canterbury,Waitaki
601030,Oamaru Central,Waitaki District,Canterbury,Waitaki
601040,Oamaru South,Waitaki District,Canterbury,Waitaki
601200,Palmerston,Waitaki District,Canterbury,Waitaki
601301,Waihemo,Waitaki District,Canterbury,Waitaki
601302,Hyde,Dunedin City,Otago,Rural
601400,Waikouaiti,Dunedin City,Otago,Rural
601500,Aramoana,Dunedin City,Otago,Rural
601602,Waitati,Dunedin City,Otago,Rural
601603,Evansdale,Dunedin City,Otago,Rural
601604,Karitane,Dunedin City,Otago,Rural
601605,Warrington,Dunedin City,Otago,Rural
601700,Nenthorn,Waitaki District,Canterbury,Waitaki
601900,Fairfield,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
602000,Brighton,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
602100,Waldronville,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
602200,Outram,Dunedin City,Otago,Rural
602300,Middlemarch,Dunedin City,Otago,Rural
602411,Wyllies Crossing,Dunedin City,Otago,Mosgiel
602412,Wingatui,Dunedin City,Otago,Mosgiel
602421,Kaikorai Hill,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
602422,Kaikorai Lagoon,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
602500,Momona,Dunedin City,Otago,Rural
602600,Silverpeaks,Dunedin City,Otago,Rural
602800,Fryatt,Dunedin City,Otago,South Dunedin/St Kilda
602900,High St-The Oval,Dunedin City,Otago,Central Dunedin
603000,High St-Stuart St,Dunedin City,Otago,Central Dunedin
603100,Stuart St-Frederick St,Dunedin City,Otago,Central Dunedin
603210,Opoho,Dunedin City,Otago,Ravenbourne/Mt Mera/Port Chalmers
603220,Forrester Park,Dunedin City,Otago,Ravenbourne/Mt Mera/Port Chalmers
603300,North-East Valley,Dunedin City,Otago,North East Valley/Pinehill
603400,Pine Hill,Dunedin City,Otago,North East Valley/Pinehill
603500,Woodhaugh,Dunedin City,Otago,North Dunedin/Woodhaugh
603601,North Dunedin,Dunedin City,Otago,North Dunedin/Woodhaugh
603602,Otago University,Dunedin City,Otago,University/Maori Hill
603710,Maori Hill,Dunedin City,Otago,University/Maori Hill
603720,Balmacewen,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
603810,Glenleith,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
603820,Helensburgh,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
603910,Wakari,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
603920,Halfway Bush,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
603930,Brockville,Dunedin City,Otago,Kenmure/Mornington
604010,Roslyn North,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
604020,Roslyn South,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
604110,Mornington,Dunedin City,Otago,Kenmure/Mornington
604120,Belleknowes,Dunedin City,Otago,Glenleith/Roslyn/Belleknowles
604130,Kenmure,Dunedin City,Otago,Kenmure/Mornington
604210,Caversham,Dunedin City,Otago,Caversham
604221,Corstorphine West,Dunedin City,Otago,Caversham
604222,Corstorphine East,Dunedin City,Otago,Kew/St Clair/St Kilda East
604300,Caledonian,Dunedin City,Otago,South Dunedin/St Kilda
604410,South Dunedin,Dunedin City,Otago,South Dunedin/St Kilda
604420,Forbury,Dunedin City,Otago,Kew/St Clair/St Kilda East
604500,St Clair,Dunedin City,Otago,Kew/St Clair/St Kilda East
604611,Musselburgh,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604612,Andersons Bay,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604620,Vauxhall,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604710,St Leonards-Blanket Bay,Dunedin City,Otago,Ravenbourne/Mt Mera/Port Chalmers
604720,Ravensbourne,Dunedin City,Otago,Ravenbourne/Mt Mera/Port Chalmers
604810,Inner Peninsula,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604821,Raynbirds Bay,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604822,Macandrew Bay,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604830,Broad Bay-Portobello,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604901,Taiaroa-Cape Saunders,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
604902,Sandymount,Dunedin City,Otago,Musselburgh/Vauxhall/Peninsula
605100,Sawyers Bay,Dunedin City,Otago,Ravenbourne/Mt Mera/Port Chalmers
605200,Port Chalmers,Dunedin City,Otago,Ravenbourne/Mt Mera/Port Chalmers
605400,St Kilda West,Dunedin City,Otago,Kew/St Clair/St Kilda East
605500,St Kilda Central,Dunedin City,Otago,South Dunedin/St Kilda
605600,St Kilda East,Dunedin City,Otago,Kew/St Clair/St Kilda East
605800,Green Island Central,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
605910,Abbotsford,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
605920,Concord,Dunedin City,Otago,Sunnyvale/Abbotsford/Burnside
606100,Mosgiel East,Dunedin City,Otago,Mosgiel
606210,Mosgiel South,Dunedin City,Otago,Mosgiel
606220,East Taieri,Dunedin City,Otago,Mosgiel
606300,Bush Road,Dunedin City,Otago,Mosgiel
606500,Benhar,Clutha District,Otago,Clutha/Southland
606600,Stirling,Clutha District,Otago,Clutha/Southland
606700,Bruce,Clutha District,Otago,Clutha/Southland
606800,Milton,Clutha District,Otago,Clutha/Southland
606900,Kaitangata,Clutha District,Otago,Clutha/Southland
607000,Clinton,Clutha District,Otago,Clutha/Southland
607100,Kaka Point,Clutha District,Otago,Clutha/Southland
607200,Owaka,Clutha District,Otago,Clutha/Southland
607300,Clutha,Clutha District,Otago,Clutha/Southland
607400,Balclutha,Clutha District,Otago,Clutha/Southland
607501,Teviot,Central Otago District,Otago,Central Otago
607502,Tuapeka,Clutha District,Otago,Clutha/Southland
607600,Tapanui,Clutha District,Otago,Clutha/Southland
607700,Lawrence,Clutha District,Otago,Clutha/Southland
607800,Roxburgh,Central Otago District,Otago,Central Otago
607900,Ranfurly,Central Otago District,Otago,Central Otago
608000,Maniototo,Central Otago District,Otago,Central Otago
608100,Naseby,Central Otago District,Otago,Central Otago
608302,Dunstan,Central Otago District,Otago,Central Otago
608303,Clyde,Central Otago District,Otago,Central Otago
608304,Hawea,Queenstown-Lakes District,Otago,Wanaka
608500,Alexandra,Central Otago District,Otago,Central Otago
608600,Cromwell,Central Otago District,Otago,Central Otago
608700,Frankton,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
608800,Wanaka,Queenstown-Lakes District,Otago,Wanaka
609011,Milford,Southland District,Southland,Clutha/Southland
609012,Glenorchy,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609022,Kelvin Heights,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609023,Sunshine Bay,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609026,Skippers,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609028,Lake Hayes,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609029,Matukituki,Queenstown-Lakes District,Otago,Wanaka
609200,Arrowtown,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609301,Queenstown Bay,Queenstown-Lakes District,Otago,Queentown Central
609302,Earnslaw,Queenstown-Lakes District,Otago,Queenstown/Frankton/Arrowtown
609400,Balfour Community,Southland District,Southland,Clutha/Southland
609500,Riversdale Community,Southland District,Southland,Clutha/Southland
609600,Lumsden Community,Southland District,Southland,Clutha/Southland
609700,Edendale Community,Southland District,Southland,Clutha/Southland
609800,Wyndham,Southland District,Southland,Clutha/Southland
609911,Makarewa North,Southland District,Southland,Clutha/Southland
609912,Makarewa,Invercargill City,Southland,Suburbs
609913,Bay Road West,Invercargill City,Southland,Suburbs
609914,Mill Road-Woodend,Invercargill City,Southland,Suburbs
609921,Bushy Point,Invercargill City,Southland,Suburbs
609922,Otatara,Invercargill City,Southland,Suburbs
610010,Charlton,Gore District,Southland,Gore
610020,Waikaia,Southland District,Southland,Clutha/Southland
610031,Kaweku,Southland District,Southland,Clutha/Southland
610032,Chatton,Gore District,Southland,Gore
610033,Kaiwera,Gore District,Southland,Gore
610040,Hokonui,Southland District,Southland,Clutha/Southland
610051,Waianiwa,Southland District,Southland,Clutha/Southland
610052,Oreti Beach,Invercargill City,Southland,Suburbs
610061,Dacre,Southland District,Southland,Clutha/Southland
610062,Myross Bush,Invercargill City,Southland,Suburbs
610072,Waituna,Southland District,Southland,Clutha/Southland
610073,Woodlands,Southland District,Southland,Clutha/Southland
610074,Greenhills,Invercargill City,Southland,Suburbs
610075,Tiwai Point,Invercargill City,Southland,Suburbs
610080,Toetoes,Southland District,Southland,Clutha/Southland
610090,Wallacetown,Southland District,Southland,Clutha/Southland
610210,North Gore,Gore District,Southland,Gore
610220,East Gore,Gore District,Southland,Gore
610230,Central Gore,Gore District,Southland,Gore
610240,West Gore,Gore District,Southland,Gore
610250,South Gore,Gore District,Southland,Gore
610400,Mataura,Gore District,Southland,Gore
610500,Winton,Southland District,Southland,Clutha/Southland
610601,Grasmere,Invercargill City,Southland,Suburbs
610602,Waikiwi,Invercargill City,Southland,Suburbs
610700,Rosedale,Invercargill City,Southland,Suburbs
610800,Gladstone-Avenal,Invercargill City,Southland,Central Invercargill/Bluff
610900,Windsor,Invercargill City,Southland,Suburbs
611001,Waverley-Glengarry,Invercargill City,Southland,Suburbs
611002,Hawthorndale,Invercargill City,Southland,Suburbs
611100,Richmond,Invercargill City,Southland,Suburbs
611210,Otakaro Park,Invercargill City,Southland,Central Invercargill/Bluff
611220,Crinan,Invercargill City,Southland,Central Invercargill/Bluff
611300,West Invercargill,Invercargill City,Southland,Central Invercargill/Bluff
611400,Georgetown,Invercargill City,Southland,Central Invercargill/Bluff
611500,Newfield-Rockdale,Invercargill City,Southland,Suburbs
611601,Heidelberg,Invercargill City,Southland,Suburbs
611602,Strathern,Invercargill City,Southland,Central Invercargill/Bluff
611700,Appleby-Kew,Invercargill City,Southland,Suburbs
611800,Kingswell-Clifton,Invercargill City,Southland,Suburbs
611900,Tisbury,Invercargill City,Southland,Suburbs
612100,Bluff,Invercargill City,Southland,Suburbs
612200,Nightcaps,Southland District,Southland,Clutha/Southland
612300,Ohai,Southland District,Southland,Clutha/Southland
